10		0.000138998
11		0.000142813
12		0.00183296
13		0.000145912
14		0.00270081
15		0.000160217
16		0.000163078
17		0.000174046
18		0.000174999
19		0.00334787
20		0.000181913
21		0.000183821
22		0.00371313
23		0.00384498
24		0.000200987
25		0.000205994
26		0.0002141
27		0.000218868
28		0.000221014
29		0.000227213
30		0.000235081
31		0.000240088
32		0.0052681
33		0.000247002
34		0.000257015
35		0.000257969
36		0.000261068
37		0.000263929
38		0.000274897
39		0.000277996
40		0.000277996
41		0.000280142
42		0.000289917
43		0.00640607
44		0.000315905
45		0.000304937
46		0.000311852
47		0.00031805
48		0.00031805
49		0.000323057
50		0.000328064
